Date and Time,Time (s),Absolute Pressure (kPa),Temperature (°C),Angle (rad),Angular Velocity (rad/s),Angular Acceleration (rad/s²),Position (m),Velocity (m/s),Acceleration (m/s²),Volume (m³)
05/28/2019 09:12:27 am,0.01,99.718,24.04,0,,,0,,,3.14E-04
05/28/2019 09:12:27 am,0.02,99.728,24.04,0,0,,0,0,,3.14E-04
05/28/2019 09:12:27 am,0.03,99.726,24.04,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.04,99.702,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.05,99.724,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.06,99.709,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.07,99.737,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.08,99.748,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.09,99.707,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.1,99.726,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.11,99.696,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.12,99.739,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.13,99.687,24.04,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.14,99.709,24.04,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.15,99.696,24.04,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.16,99.774,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.17,99.731,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.18,99.7,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.19,99.724,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.2,99.715,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.21,99.737,24.04,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.22,99.709,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.23,99.739,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.24,99.739,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.25,99.733,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.26,99.707,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.27,99.754,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.28,99.731,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.29,99.737,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.3,99.715,24.04,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.31,99.735,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.32,99.724,24.04,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.33,99.713,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.34,99.709,24.04,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.35,99.748,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.36,99.726,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.37,99.713,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.38,99.752,24.04,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.39,99.728,24.04,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.4,99.705,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.41,99.7,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.42,99.711,24.04,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.43,99.739,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.44,99.691,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.45,99.711,24.04,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.46,99.724,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.47,99.715,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.48,99.722,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.49,99.7,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.5,99.741,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.51,99.709,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.52,99.718,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.53,99.733,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.54,99.709,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.55,99.715,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.56,99.711,24.04,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.57,99.715,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.58,99.715,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.59,99.726,24.04,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.6,99.718,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.61,99.715,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.62,99.707,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.63,99.726,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.64,99.735,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.65,99.735,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.66,99.707,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.67,99.731,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.68,99.715,24.04,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.69,99.711,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.7,99.713,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.71,99.728,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.72,99.696,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.73,99.681,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.74,99.737,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.75,99.726,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.76,99.7,24.04,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.77,99.728,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.78,99.702,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.79,99.709,24.04,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.8,99.737,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.81,99.726,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.82,99.726,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.83,99.75,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.84,99.746,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.85,99.728,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.86,99.733,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.87,99.694,24.04,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.88,99.731,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.89,99.728,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.9,99.702,24.04,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.91,99.759,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.92,99.739,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.93,99.731,24.04,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.94,99.72,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.95,99.72,24.03,0,0,0,0,0,0,3.14E-04
05/28/2019 09:12:27 am,0.96,99.707,24.03,0,0,-0.436,0,0,-0.005,3.14E-04
05/28/2019 09:12:27 am,0.97,99.757,24.03,0,0,-1.309,0,0,-0.016,3.14E-04
05/28/2019 09:12:27 am,0.98,99.754,24.04,0,-0.026,-1.745,0,-3.29E-04,-0.022,3.14E-04
05/28/2019 09:12:27 am,0.99,99.724,24.03,0,-0.052,-0.873,0,-6.58E-04,-0.011,3.14E-04
05/28/2019 09:12:28 am,1,99.744,24.03,-0.002,-0.052,0.873,-1.97E-05,-6.58E-04,0.011,3.14E-04
05/28/2019 09:12:28 am,1.01,99.709,24.03,-0.002,-0.026,1.745,-1.97E-05,-3.29E-04,0.022,3.14E-04
05/28/2019 09:12:28 am,1.02,99.733,24.03,-0.002,0,1.309,-1.97E-05,0,0.016,3.14E-04
05/28/2019 09:12:28 am,1.03,99.748,24.03,-0.002,0,0.436,-1.97E-05,0,0.005,3.14E-04
05/28/2019 09:12:28 am,1.04,99.709,24.03,-0.002,0,0,-1.97E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.05,99.689,24.03,-0.002,0,0,-1.97E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.06,99.709,24.03,-0.002,0,0,-1.97E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.07,99.741,24.04,-0.002,0,0,-1.97E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.08,99.718,24.04,-0.002,0,0,-1.97E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.09,99.722,24.04,-0.002,0,0,-1.97E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.1,99.713,24.03,-0.002,0,0,-1.97E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.11,99.72,24.03,-0.002,0,0,-1.97E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.12,99.735,24.03,-0.002,0,0,-1.97E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.13,99.731,24.03,-0.002,0,0,-1.97E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.14,99.715,24.03,-0.002,0,0,-1.97E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.15,99.713,24.03,-0.002,0,0,-1.97E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.16,99.713,24.03,-0.002,0,0,-1.97E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.17,99.733,24.04,-0.002,0,0,-1.97E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.18,99.718,24.04,-0.002,0,0,-1.97E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.19,99.735,24.03,-0.002,0,0,-1.97E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.2,99.726,24.03,-0.002,0,0,-1.97E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.21,99.744,24.03,-0.002,0,0,-1.97E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.22,99.715,24.04,-0.002,0,0,-1.97E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.23,99.709,24.04,-0.002,0,0,-1.97E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.24,99.728,24.03,-0.002,0,0,-1.97E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.25,99.731,24.04,-0.002,0,0,-1.97E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.26,99.689,24.03,-0.002,0,0,-1.97E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.27,99.702,24.03,-0.002,0,0,-1.97E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.28,99.724,24.03,-0.002,0,0,-1.97E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.29,99.702,24.03,-0.002,0,0,-1.97E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.3,99.691,24.03,-0.002,0,0,-1.97E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.31,99.722,24.03,-0.002,0,0,-1.97E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.32,99.713,24.03,-0.002,0,0,-1.97E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.33,99.739,24.03,-0.002,0,0,-1.97E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.34,99.724,24.03,-0.002,0,0,-1.97E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.35,99.709,24.03,-0.002,0,0,-1.97E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.36,99.709,24.03,-0.002,0,0,-1.97E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.37,99.705,24.03,-0.002,0,0,-1.97E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.38,99.705,24.03,-0.002,0,0,-1.97E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.39,99.726,24.03,-0.002,0,-0.436,-1.97E-05,0,-0.005,3.14E-04
05/28/2019 09:12:28 am,1.4,99.711,24.03,-0.002,0,-1.309,-1.97E-05,0,-0.016,3.14E-04
05/28/2019 09:12:28 am,1.41,99.705,24.03,-0.002,-0.026,-1.745,-1.97E-05,-3.29E-04,-0.022,3.14E-04
05/28/2019 09:12:28 am,1.42,99.739,24.03,-0.002,-0.052,-0.873,-1.97E-05,-6.58E-04,-0.011,3.14E-04
05/28/2019 09:12:28 am,1.43,99.741,24.03,-0.003,-0.052,0.873,-3.95E-05,-6.58E-04,0.011,3.14E-04
05/28/2019 09:12:28 am,1.44,99.715,24.03,-0.003,-0.026,1.745,-3.95E-05,-3.29E-04,0.022,3.14E-04
05/28/2019 09:12:28 am,1.45,99.696,24.03,-0.003,0,1.309,-3.95E-05,0,0.016,3.14E-04
05/28/2019 09:12:28 am,1.46,99.702,24.03,-0.003,0,0.436,-3.95E-05,0,0.005,3.14E-04
05/28/2019 09:12:28 am,1.47,99.735,24.04,-0.003,0,0,-3.95E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.48,99.767,24.03,-0.003,0,0,-3.95E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.49,99.702,24.03,-0.003,0,0,-3.95E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.5,99.728,24.03,-0.003,0,0,-3.95E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.51,99.711,24.03,-0.003,0,0,-3.95E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.52,99.748,24.03,-0.003,0,0,-3.95E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.53,99.737,24.03,-0.003,0,0,-3.95E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.54,99.739,24.03,-0.003,0,0,-3.95E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.55,99.7,24.04,-0.003,0,0,-3.95E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.56,99.687,24.03,-0.003,0,0,-3.95E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.57,99.726,24.03,-0.003,0,0,-3.95E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.58,99.726,24.03,-0.003,0,0,-3.95E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.59,99.698,24.04,-0.003,0,0,-3.95E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.6,99.733,24.03,-0.003,0,0,-3.95E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.61,99.731,24.03,-0.003,0,0,-3.95E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.62,99.7,24.03,-0.003,0,0,-3.95E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.63,99.733,24.04,-0.003,0,0,-3.95E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.64,99.72,24.04,-0.003,0,0,-3.95E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.65,99.705,24.04,-0.003,0,0,-3.95E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.66,99.711,24.03,-0.003,0,0,-3.95E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.67,99.75,24.03,-0.003,0,0,-3.95E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.68,99.709,24.03,-0.003,0,0,-3.95E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.69,99.713,24.03,-0.003,0,0,-3.95E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.7,99.711,24.04,-0.003,0,0,-3.95E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.71,99.737,24.04,-0.003,0,0,-3.95E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.72,99.674,24.03,-0.003,0,0,-3.95E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.73,99.681,24.03,-0.003,0,0,-3.95E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.74,99.724,24.04,-0.003,0,0,-3.95E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.75,99.698,24.03,-0.003,0,0,-3.95E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.76,99.733,24.04,-0.003,0,0,-3.95E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.77,99.685,24.03,-0.003,0,0,-3.95E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.78,99.746,24.03,-0.003,0,0,-3.95E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.79,99.711,24.03,-0.003,0,0,-3.95E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.8,99.715,24.03,-0.003,0,0,-3.95E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.81,99.707,24.03,-0.003,0,0,-3.95E-05,0,0,3.14E-04
05/28/2019 09:12:28 am,1.82,99.705,24.04,-0.003,0,-0.873,-3.95E-05,0,-0.011,3.14E-04
05/28/2019 09:12:28 am,1.83,99.735,24.03,-0.003,0,-5.236,-3.95E-05,0,-0.066,3.14E-04
05/28/2019 09:12:28 am,1.84,99.726,24.03,-0.003,-0.052,-17.89,-3.95E-05,-6.58E-04,-0.225,3.14E-04
05/28/2019 09:12:28 am,1.85,99.757,24.04,-0.003,-0.262,-36.216,-3.95E-05,-0.003,-0.455,3.14E-04
05/28/2019 09:12:28 am,1.86,99.735,24.03,-0.006,-0.812,-45.815,-7.89E-05,-0.01,-0.575,3.14E-04
05/28/2019 09:12:28 am,1.87,99.707,24.04,-0.016,-1.414,-37.088,-1.97E-04,-0.018,-0.466,3.14E-04
05/28/2019 09:12:28 am,1.88,99.726,24.03,-0.039,-1.649,-31.416,-4.93E-04,-0.021,-0.394,3.14E-04
05/28/2019 09:12:28 am,1.89,99.741,24.04,-0.055,-1.649,-74.613,-6.90E-04,-0.021,-0.937,3.13E-04
05/28/2019 09:12:28 am,1.9,99.798,24.04,-0.066,-2.461,-202.895,-8.28E-04,-0.031,-2.548,3.13E-04
05/28/2019 09:12:28 am,1.91,99.974,24.03,-0.088,-5.079,-395.317,-0.0011,-0.064,-4.964,3.13E-04
05/28/2019 09:12:28 am,1.92,100.607,24.03,-0.154,-10.393,-596.467,-0.0019,-0.131,-7.49,3.12E-04
05/28/2019 09:12:28 am,1.93,101.647,24.03,-0.272,-17.436,-758.346,-0.0034,-0.219,-9.523,3.10E-04
05/28/2019 09:12:28 am,1.94,105.172,24.05,-0.506,-25.892,-849.976,-0.0064,-0.325,-10.673,3.06E-04
05/28/2019 09:12:28 am,1.95,107.997,24.07,-0.782,-35.081,-857.83,-0.0098,-0.441,-10.772,3.02E-04
05/28/2019 09:12:28 am,1.96,111.307,24.09,-1.197,-43.747,-771.872,-0.015,-0.549,-9.693,2.95E-04
05/28/2019 09:12:28 am,1.97,115.129,24.12,-1.685,-51.051,-620.465,-0.0212,-0.641,-7.791,2.88E-04
05/28/2019 09:12:28 am,1.98,119.513,24.17,-2.227,-56.235,-439.387,-0.028,-0.706,-5.518,2.79E-04
05/28/2019 09:12:28 am,1.99,124.458,24.24,-2.815,-59.821,-239.547,-0.0353,-0.751,-3.008,2.70E-04
05/28/2019 09:12:29 am,2,129.94,24.33,-3.442,-61.34,-7.854,-0.0432,-0.77,-0.099,2.60E-04
05/28/2019 09:12:29 am,2.01,135.811,24.42,-4.061,-60.319,233.002,-0.051,-0.757,2.926,2.50E-04
05/28/2019 09:12:29 am,2.02,148.191,24.67,-4.662,-56.208,421.061,-0.0585,-0.706,5.287,2.41E-04
05/28/2019 09:12:29 am,2.03,154.739,24.85,-5.213,-50.972,507.019,-0.0655,-0.64,6.367,2.32E-04
05/28/2019 09:12:29 am,2.04,160.746,25.05,-5.661,-45.422,512.255,-0.0711,-0.57,6.433,2.25E-04
05/28/2019 09:12:29 am,2.05,166.261,25.27,-6.12,-40.684,495.674,-0.0768,-0.511,6.224,2.18E-04
05/28/2019 09:12:29 am,2.06,171.437,25.52,-6.481,-35.762,456.404,-0.0814,-0.449,5.731,2.12E-04
05/28/2019 09:12:29 am,2.07,176.46,25.78,-6.835,-30.892,378.3,-0.0858,-0.388,4.75,2.06E-04
05/28/2019 09:12:29 am,2.08,181.098,26.06,-7.092,-27.829,265.29,-0.0891,-0.349,3.331,2.02E-04
05/28/2019 09:12:29 am,2.09,189.647,26.66,-7.362,-25.918,177.587,-0.0925,-0.325,2.23,1.98E-04
05/28/2019 09:12:29 am,2.1,193.851,27.01,-7.623,-24.819,146.608,-0.0957,-0.312,1.841,1.94E-04
05/28/2019 09:12:29 am,2.11,198.087,27.35,-7.859,-23.248,148.353,-0.0987,-0.292,1.863,1.90E-04
05/28/2019 09:12:29 am,2.12,202.072,27.71,-8.085,-21.703,160.57,-0.1015,-0.273,2.016,1.87E-04
05/28/2019 09:12:29 am,2.13,205.981,28.09,-8.295,-20.132,172.351,-0.1042,-0.253,2.164,1.83E-04
05/28/2019 09:12:29 am,2.14,209.525,28.47,-8.489,-18.3,187.623,-0.1066,-0.23,2.356,1.80E-04
05/28/2019 09:12:29 am,2.15,212.846,28.87,-8.663,-16.31,198.095,-0.1088,-0.205,2.488,1.77E-04
05/28/2019 09:12:29 am,2.16,215.793,29.28,-8.815,-14.268,198.968,-0.1107,-0.179,2.498,1.75E-04
05/28/2019 09:12:29 am,2.17,220.579,30.08,-8.947,-12.278,190.677,-0.1124,-0.154,2.394,1.73E-04
05/28/2019 09:12:29 am,2.18,222.526,30.5,-9.06,-10.393,169.297,-0.1138,-0.131,2.126,1.71E-04
05/28/2019 09:12:29 am,2.19,224.206,30.92,-9.155,-8.744,131.336,-0.115,-0.11,1.649,1.70E-04
05/28/2019 09:12:29 am,2.2,225.447,31.34,-9.232,-7.645,85.958,-0.1159,-0.096,1.079,1.68E-04
05/28/2019 09:12:29 am,2.21,226.782,31.76,-9.301,-7.147,54.105,-0.1168,-0.09,0.679,1.67E-04
05/28/2019 09:12:29 am,2.22,228.206,32.17,-9.373,-6.833,49.306,-0.1177,-0.086,0.619,1.66E-04
05/28/2019 09:12:29 am,2.23,229.514,32.6,-9.442,-6.309,61.959,-0.1186,-0.079,0.778,1.65E-04
05/28/2019 09:12:29 am,2.24,230.634,33.01,-9.5,-5.524,71.122,-0.1193,-0.069,0.893,1.64E-04
05/28/2019 09:12:29 am,2.25,232.492,33.81,-9.552,-4.739,65.886,-0.1199,-0.06,0.827,1.63E-04
05/28/2019 09:12:29 am,2.26,233.208,34.21,-9.594,-4.136,49.306,-0.1205,-0.052,0.619,1.63E-04
05/28/2019 09:12:29 am,2.27,233.868,34.62,-9.632,-3.744,31.416,-0.121,-0.047,0.394,1.62E-04
05/28/2019 09:12:29 am,2.28,234.478,35.02,-9.668,-3.56,18.762,-0.1214,-0.045,0.236,1.62E-04
05/28/2019 09:12:29 am,2.29,235.001,35.41,-9.703,-3.43,11.781,-0.1218,-0.043,0.148,1.61E-04
05/28/2019 09:12:29 am,2.3,235.513,35.81,-9.737,-3.325,6.981,-0.1223,-0.042,0.088,1.60E-04
05/28/2019 09:12:29 am,2.31,236.065,36.2,-9.769,-3.272,3.054,-0.1227,-0.041,0.038,1.60E-04
05/28/2019 09:12:29 am,2.32,237.085,36.94,-9.802,-3.299,3.054,-0.1231,-0.041,0.038,1.59E-04
05/28/2019 09:12:29 am,2.33,237.612,37.32,-9.835,-3.272,8.727,-0.1235,-0.041,0.11,1.59E-04
05/28/2019 09:12:29 am,2.34,238.185,37.69,-9.869,-3.142,18.326,-0.1239,-0.039,0.23,1.58E-04
05/28/2019 09:12:29 am,2.35,238.604,38.06,-9.898,-2.906,27.925,-0.1243,-0.036,0.351,1.58E-04
05/28/2019 09:12:29 am,2.36,238.916,38.43,-9.927,-2.566,35.779,-0.1247,-0.032,0.449,1.57E-04
